c,h,l,n,o,t,v,vw
422.37,422.37,422.37,1,422.37,2021-06-04T20:30:00Z,500,422.37
422.44,422.44,422.44,1,422.44,2021-06-04T20:35:00Z,500,422.44
422.63,422.63,422.63,1,422.63,2021-06-07T13:15:00Z,118,422.63
422.56,422.68,422.485,106,422.63,2021-06-07T13:30:00Z,11689,422.569821
422.5,422.765,422.49,191,422.68,2021-06-07T13:35:00Z,19361,422.609925
422.51,422.65,422.38,184,422.51,2021-06-07T13:40:00Z,24384,422.536028
422.565,422.585,422.38,177,422.53,2021-06-07T13:45:00Z,22111,422.475305
422.05,422.56,421.95,186,422.53,2021-06-07T13:50:00Z,22003,422.242402
422.18,422.265,422.1,108,422.1,2021-06-07T13:55:00Z,11512,422.217317
421.855,422.19,421.78,116,422.19,2021-06-07T14:00:00Z,11134,421.914702
421.85,422.02,421.78,116,421.785,2021-06-07T14:05:00Z,15313,421.929081
421.735,421.93,421.67,67,421.93,2021-06-07T14:10:00Z,5791,421.762781
421.5,421.735,421.5,108,421.735,2021-06-07T14:15:00Z,14692,421.619102
421.695,421.81,421.47,111,421.47,2021-06-07T14:20:00Z,20406,421.625793
421.7,421.81,421.63,63,421.8,2021-06-07T14:25:00Z,3625,421.713276
421.54,421.675,421.495,68,421.63,2021-06-07T14:30:00Z,5127,421.570217
421.53,421.68,421.52,118,421.52,2021-06-07T14:35:00Z,10065,421.572304
421.56,421.62,421.5,110,421.52,2021-06-07T14:40:00Z,9430,421.564637
421.43,421.57,421.32,95,421.51,2021-06-07T14:45:00Z,9693,421.503387
421.52,421.56,421.4,72,421.455,2021-06-07T14:50:00Z,7050,421.475453
421.71,421.73,421.54,232,421.55,2021-06-07T14:55:00Z,32420,421.637368
421.64,421.79,421.615,263,421.73,2021-06-07T15:00:00Z,41755,421.699741
421.69,421.72,421.595,78,421.6,2021-06-07T15:05:00Z,7911,421.653804
421.83,421.89,421.67,54,421.725,2021-06-07T15:10:00Z,4197,421.808023
421.86,421.87,421.77,69,421.84,2021-06-07T15:15:00Z,6528,421.829267
421.64,421.87,421.58,89,421.84,2021-06-07T15:20:00Z,8605,421.70977
421.45,421.66,421.45,56,421.64,2021-06-07T15:25:00Z,3352,421.521786
421.325,421.48,421.3,83,421.46,2021-06-07T15:30:00Z,7960,421.388434
421.35,421.45,421.305,141,421.37,2021-06-07T15:35:00Z,12970,421.373197
421.365,421.42,421.24,183,421.35,2021-06-07T15:40:00Z,27289,421.332522
421.33,421.45,421.3,168,421.35,2021-06-07T15:45:00Z,20854,421.362576
421.37,421.4,421.285,115,421.33,2021-06-07T15:50:00Z,16042,421.326274
421.52,421.525,421.31,60,421.31,2021-06-07T15:55:00Z,6562,421.445799
421.59,421.64,421.44,161,421.52,2021-06-07T16:00:00Z,18396,421.56728
421.69,421.73,421.58,101,421.58,2021-06-07T16:05:00Z,10039,421.663122
421.785,421.81,421.695,99,421.7,2021-06-07T16:10:00Z,8579,421.748423
421.7,421.81,421.67,87,421.8,2021-06-07T16:15:00Z,7045,421.728583
421.66,421.705,421.66,77,421.69,2021-06-07T16:20:00Z,6293,421.682434
421.55,421.63,421.5,115,421.62,2021-06-07T16:25:00Z,9154,421.561297
421.575,421.63,421.48,127,421.545,2021-06-07T16:30:00Z,14291,421.539902
421.63,421.635,421.555,70,421.585,2021-06-07T16:35:00Z,8183,421.60006
421.695,421.72,421.615,45,421.65,2021-06-07T16:40:00Z,5019,421.660958
421.63,421.71,421.63,66,421.68,2021-06-07T16:45:00Z,5731,421.673892
421.76,421.79,421.675,58,421.68,2021-06-07T16:50:00Z,4911,421.735781
421.685,421.76,421.68,88,421.76,2021-06-07T16:55:00Z,5225,421.71773
421.69,421.76,421.65,55,421.71,2021-06-07T17:00:00Z,6091,421.692193
421.59,421.705,421.54,99,421.69,2021-06-07T17:05:00Z,7290,421.613026
421.51,421.62,421.39,143,421.59,2021-06-07T17:10:00Z,15101,421.491909
421.58,421.64,421.44,125,421.51,2021-06-07T17:15:00Z,17244,421.5461
421.59,421.67,421.58,131,421.58,2021-06-07T17:20:00Z,17563,421.620041
421.52,421.63,421.45,132,421.59,2021-06-07T17:25:00Z,12253,421.55405
421.59,421.65,421.5,113,421.51,2021-06-07T17:30:00Z,12720,421.572654
421.48,421.6,421.44,94,421.57,2021-06-07T17:35:00Z,6832,421.508305
421.39,421.495,421.37,113,421.495,2021-06-07T17:40:00Z,8090,421.423386
421.37,421.41,421.2,103,421.39,2021-06-07T17:45:00Z,7790,421.303689
421.38,421.39,421.32,68,421.36,2021-06-07T17:50:00Z,6007,421.355054
421.27,421.38,421.26,61,421.365,2021-06-07T17:55:00Z,5408,421.308909
421.32,421.35,421.22,77,421.24,2021-06-07T18:00:00Z,6738,421.281447
421.47,421.485,421.31,63,421.31,2021-06-07T18:05:00Z,4083,421.408537
421.51,421.51,421.45,27,421.48,2021-06-07T18:10:00Z,1750,421.472308
421.44,421.535,421.42,50,421.52,2021-06-07T18:15:00Z,4020,421.495652
421.46,421.535,421.43,44,421.44,2021-06-07T18:20:00Z,4346,421.485825
421.5,421.51,421.42,25,421.45,2021-06-07T18:25:00Z,1295,421.466818
421.54,421.58,421.44,77,421.5,2021-06-07T18:30:00Z,5193,421.534182
421.6,421.61,421.53,28,421.53,2021-06-07T18:35:00Z,2145,421.56625
421.63,421.66,421.6,79,421.64,2021-06-07T18:40:00Z,6918,421.632846
421.565,421.66,421.55,61,421.625,2021-06-07T18:45:00Z,4403,421.582984
421.75,421.75,421.61,92,421.61,2021-06-07T18:50:00Z,8333,421.687647
421.85,421.96,421.71,178,421.74,2021-06-07T18:55:00Z,15774,421.834586
421.98,421.99,421.815,81,421.815,2021-06-07T19:00:00Z,5751,421.875797
422.05,422.07,421.94,132,421.99,2021-06-07T19:05:00Z,10430,421.994305
422.05,422.08,421.96,214,422.05,2021-06-07T19:10:00Z,21757,422.024586
422.13,422.13,421.99,138,422.04,2021-06-07T19:15:00Z,11720,422.083974
422.21,422.23,422.11,163,422.13,2021-06-07T19:20:00Z,14838,422.186177
422.21,422.24,422.15,285,422.21,2021-06-07T19:25:00Z,36281,422.186699
422.1,422.26,422.09,288,422.22,2021-06-07T19:30:00Z,23307,422.176852
421.86,422.11,421.86,319,422.08,2021-06-07T19:35:00Z,23190,421.957728
421.88,422.04,421.85,193,421.86,2021-06-07T19:40:00Z,20055,421.952424
421.93,421.94,421.82,173,421.83,2021-06-07T19:45:00Z,14769,421.876877
422.27,422.34,421.95,282,421.95,2021-06-07T19:50:00Z,31007,422.152723
422.22,422.39,422.19,523,422.3,2021-06-07T19:55:00Z,59688,422.319198
422.28,422.28,422.28,1,422.28,2021-06-07T20:00:00Z,100,422.28
422.29,422.34,422.29,6,422.34,2021-06-07T20:10:00Z,4741,422.305846
422.34,422.34,422.31,2,422.31,2021-06-07T20:40:00Z,600,422.335
422.31,422.31,422.31,1,422.31,2021-06-07T20:45:00Z,500,422.31
422.33,422.33,422.33,6,422.33,2021-06-07T20:50:00Z,3000,422.33
423.3,423.3,423.3,2,423.3,2021-06-08T12:20:00Z,337,423.3
423.23,423.23,423.23,1,423.23,2021-06-08T13:20:00Z,500,423.23
422.78,423.19,422.69,134,423.18,2021-06-08T13:30:00Z,21611,422.905464
422.725,422.8,422.58,126,422.75,2021-06-08T13:35:00Z,18593,422.701598
422.725,422.86,422.68,102,422.74,2021-06-08T13:40:00Z,13786,422.779063
422.46,422.9,422.41,102,422.76,2021-06-08T13:45:00Z,13275,422.704318
421.93,422.46,421.785,124,422.46,2021-06-08T13:50:00Z,18540,422.008951
421.67,421.91,421.67,68,421.87,2021-06-08T13:55:00Z,6246,421.793931
421.93,422.03,421.55,74,421.72,2021-06-08T14:00:00Z,7446,421.788913
422.09,422.13,421.89,52,421.92,2021-06-08T14:05:00Z,5587,422.044064
422.06,422.235,422.06,43,422.105,2021-06-08T14:10:00Z,4210,422.149913
421.92,422.1,421.92,54,422.1,2021-06-08T14:15:00Z,4911,421.999005
421.85,422.105,421.83,33,422.105,2021-06-08T14:20:00Z,3408,422.012525
421.9,421.96,421.76,71,421.81,2021-06-08T14:25:00Z,4022,421.861396
421.765,421.92,421.63,147,421.84,2021-06-08T14:30:00Z,15266,421.745245
421.68,421.8,421.64,162,421.73,2021-06-08T14:35:00Z,18222,421.70676
422.065,422.12,421.69,149,421.69,2021-06-08T14:40:00Z,24062,421.98068
422.02,422.19,422.02,86,422.07,2021-06-08T14:45:00Z,11657,422.091142
421.94,422.23,421.92,72,422.04,2021-06-08T14:50:00Z,9407,422.124548
421.84,421.94,421.74,49,421.87,2021-06-08T14:55:00Z,4089,421.816259
421.85,422.19,421.77,108,421.86,2021-06-08T15:00:00Z,13615,421.965523
422.19,422.19,421.78,161,421.87,2021-06-08T15:05:00Z,39439,422.041426
421.42,422.15,421.4,85,422.095,2021-06-08T15:10:00Z,8688,421.655127
421.04,421.61,421.03,88,421.41,2021-06-08T15:15:00Z,7801,421.385674
420.64,421.04,420.425,104,421.0,2021-06-08T15:20:00Z,22576,420.839417
420.96,420.99,420.44,81,420.63,2021-06-08T15:25:00Z,7050,420.721012
421.23,421.24,420.905,73,420.93,2021-06-08T15:30:00Z,9534,421.136328
421.27,421.27,420.96,82,421.19,2021-06-08T15:35:00Z,5803,421.088136
421.845,421.845,421.06,149,421.25,2021-06-08T15:40:00Z,29541,421.631546
421.93,422.02,421.88,43,421.93,2021-06-08T15:45:00Z,2531,421.932045
421.85,422.02,421.75,34,421.895,2021-06-08T15:50:00Z,3273,421.880393
422.05,422.05,421.93,20,421.94,2021-06-08T15:55:00Z,1497,421.98255
422.18,422.18,422.0,24,422.0,2021-06-08T16:00:00Z,1316,422.122778
422.34,422.34,422.18,24,422.18,2021-06-08T16:05:00Z,1082,422.272222
422.39,422.39,422.22,30,422.28,2021-06-08T16:10:00Z,4220,422.283049
422.45,422.45,422.365,41,422.39,2021-06-08T16:15:00Z,2699,422.400835
422.3,422.445,422.3,42,422.445,2021-06-08T16:20:00Z,2925,422.372308
422.43,422.43,422.15,41,422.295,2021-06-08T16:25:00Z,2122,422.250829
422.595,422.645,422.44,62,422.44,2021-06-08T16:30:00Z,4351,422.564371
422.455,422.61,422.455,18,422.58,2021-06-08T16:35:00Z,1559,422.585443
422.51,422.55,422.42,67,422.47,2021-06-08T16:40:00Z,4753,422.489655
422.53,422.54,422.35,38,422.51,2021-06-08T16:45:00Z,2716,422.439375
422.555,422.615,422.52,44,422.575,2021-06-08T16:50:00Z,3795,422.565853
422.585,422.585,422.46,29,422.485,2021-06-08T16:55:00Z,2211,422.53814
422.54,422.62,422.51,42,422.55,2021-06-08T17:00:00Z,2824,422.557273
422.605,422.605,422.54,28,422.54,2021-06-08T17:05:00Z,1864,422.568333
422.43,422.6,422.43,55,422.6,2021-06-08T17:10:00Z,4754,422.545111
422.36,422.485,422.345,61,422.43,2021-06-08T17:15:00Z,5898,422.39129
422.34,422.43,422.34,23,422.395,2021-06-08T17:20:00Z,1834,422.381176
422.26,422.405,422.25,42,422.345,2021-06-08T17:25:00Z,2823,422.31881
422.41,422.41,422.19,50,422.19,2021-06-08T17:30:00Z,3266,422.331111
422.47,422.49,422.38,36,422.38,2021-06-08T17:35:00Z,1487,422.440099
422.62,422.655,422.405,47,422.405,2021-06-08T17:40:00Z,4755,422.573224
422.46,422.585,422.44,36,422.585,2021-06-08T17:45:00Z,3017,422.522358
422.32,422.51,422.26,84,422.47,2021-06-08T17:50:00Z,10120,422.357374
422.24,422.3,422.21,94,422.3,2021-06-08T17:55:00Z,10715,422.248546
422.34,422.34,422.205,83,422.24,2021-06-08T18:00:00Z,10272,422.26155
422.43,422.43,422.34,68,422.34,2021-06-08T18:05:00Z,9623,422.405101
422.31,422.465,422.3,59,422.41,2021-06-08T18:10:00Z,6452,422.382009
422.365,422.435,422.3,55,422.315,2021-06-08T18:15:00Z,6287,422.354272
422.485,422.485,422.295,18,422.295,2021-06-08T18:20:00Z,1478,422.395769
422.57,422.59,422.47,33,422.48,2021-06-08T18:25:00Z,2403,422.54675
422.525,422.64,422.505,38,422.59,2021-06-08T18:30:00Z,2835,422.582248
422.485,422.5,422.465,35,422.49,2021-06-08T18:35:00Z,2699,422.483639
422.44,422.53,422.44,27,422.525,2021-06-08T18:40:00Z,2348,422.510953
422.57,422.58,422.38,46,422.42,2021-06-08T18:45:00Z,2516,422.446824
422.53,422.57,422.485,29,422.57,2021-06-08T18:50:00Z,2353,422.522357
422.755,422.78,422.575,55,422.595,2021-06-08T18:55:00Z,5832,422.71602
422.87,422.89,422.74,89,422.75,2021-06-08T19:00:00Z,7054,422.833918
422.815,422.86,422.735,61,422.86,2021-06-08T19:05:00Z,4747,422.808328
422.83,422.88,422.775,70,422.85,2021-06-08T19:10:00Z,7600,422.830199
422.85,422.88,422.805,67,422.82,2021-06-08T19:15:00Z,3831,422.844844
422.715,422.94,422.67,105,422.87,2021-06-08T19:20:00Z,11569,422.821116
422.695,422.76,422.57,83,422.72,2021-06-08T19:25:00Z,6362,422.687143
422.63,422.75,422.63,72,422.7,2021-06-08T19:30:00Z,5220,422.685111
422.62,422.71,422.62,60,422.64,2021-06-08T19:35:00Z,6037,422.665772
422.575,422.64,422.47,105,422.6,2021-06-08T19:40:00Z,9882,422.524977
422.43,422.57,422.39,89,422.535,2021-06-08T19:45:00Z,8378,422.498574
422.67,422.67,422.48,167,422.645,2021-06-08T19:50:00Z,13489,422.626525
422.26,422.56,422.26,335,422.56,2021-06-08T19:55:00Z,38647,422.381441
422.24,422.24,422.24,1,422.24,2021-06-08T20:00:00Z,500,422.24
422.22,422.22,422.22,1,422.22,2021-06-08T20:10:00Z,1500,422.22
422.12,422.15,422.12,2,422.15,2021-06-08T20:40:00Z,660,422.142727
423.02,423.02,423.02,1,423.02,2021-06-09T13:20:00Z,100,423.02
423.19,423.19,423.09,5,423.09,2021-06-09T13:25:00Z,1100,423.162727
422.91,423.24,422.89,81,423.18,2021-06-09T13:30:00Z,9089,423.045148
422.73,423.095,422.73,58,422.89,2021-06-09T13:35:00Z,6342,422.959523
422.85,422.885,422.51,43,422.72,2021-06-09T13:40:00Z,5241,422.674137
422.74,423.22,422.74,75,422.98,2021-06-09T13:45:00Z,11086,422.984912
422.67,422.7,422.46,44,422.7,2021-06-09T13:50:00Z,5196,422.575102
422.745,422.84,422.62,45,422.62,2021-06-09T13:55:00Z,4449,422.722728
422.61,422.93,422.61,65,422.85,2021-06-09T14:00:00Z,7985,422.83018
422.55,422.74,422.53,69,422.64,2021-06-09T14:05:00Z,5080,422.640287
422.55,422.58,422.48,54,422.555,2021-06-09T14:10:00Z,5175,422.540373
422.65,422.65,422.35,67,422.45,2021-06-09T14:15:00Z,7373,422.495876
422.67,422.84,422.54,49,422.62,2021-06-09T14:20:00Z,3266,422.667241
422.85,422.88,422.675,72,422.675,2021-06-09T14:25:00Z,6298,422.781379
422.88,422.96,422.82,54,422.905,2021-06-09T14:30:00Z,5969,422.89451
422.9,422.92,422.78,44,422.87,2021-06-09T14:35:00Z,3761,422.849722
422.85,423.05,422.85,28,422.96,2021-06-09T14:40:00Z,2234,422.954303
422.87,423.015,422.8,25,423.015,2021-06-09T14:45:00Z,1519,422.927297
422.83,422.905,422.75,26,422.905,2021-06-09T14:50:00Z,1781,422.805937
422.87,422.99,422.82,37,422.825,2021-06-09T14:55:00Z,3016,422.902037
423.015,423.035,422.83,55,422.83,2021-06-09T15:00:00Z,5166,422.993544
422.98,423.04,422.93,50,423.04,2021-06-09T15:05:00Z,3191,422.974956
422.91,422.97,422.87,33,422.925,2021-06-09T15:10:00Z,3251,422.91255
423.075,423.1,422.85,73,422.85,2021-06-09T15:15:00Z,5971,423.021919
422.97,423.09,422.94,48,423.06,2021-06-09T15:20:00Z,3815,423.044185
422.935,422.99,422.84,48,422.99,2021-06-09T15:25:00Z,4585,422.896287
422.79,422.93,422.735,33,422.93,2021-06-09T15:30:00Z,2230,422.797603
422.73,422.765,422.64,51,422.7,2021-06-09T15:35:00Z,3464,422.687258
422.76,422.785,422.69,33,422.74,2021-06-09T15:40:00Z,2267,422.744
422.75,422.82,422.69,41,422.69,2021-06-09T15:45:00Z,6071,422.775608
422.55,422.77,422.54,124,422.75,2021-06-09T15:50:00Z,16097,422.705372
422.505,422.54,422.24,47,422.52,2021-06-09T15:55:00Z,3797,422.431176
422.54,422.555,422.42,45,422.48,2021-06-09T16:00:00Z,3780,422.495631
422.55,422.555,422.44,26,422.555,2021-06-09T16:05:00Z,1918,422.493055
422.55,422.55,422.48,36,422.55,2021-06-09T16:10:00Z,2307,422.514195
422.47,422.53,422.4,42,422.53,2021-06-09T16:15:00Z,4074,422.479414
422.59,422.625,422.5,41,422.515,2021-06-09T16:20:00Z,3589,422.566691
422.66,422.665,422.57,35,422.6,2021-06-09T16:25:00Z,3108,422.619828
422.68,422.68,422.645,27,422.645,2021-06-09T16:30:00Z,2175,422.666852
422.76,422.76,422.7,26,422.725,2021-06-09T16:35:00Z,2404,422.737381
422.725,422.78,422.705,37,422.76,2021-06-09T16:40:00Z,2938,422.740741
422.69,422.73,422.67,29,422.73,2021-06-09T16:45:00Z,1859,422.693235
422.72,422.79,422.68,48,422.71,2021-06-09T16:50:00Z,3150,422.745004
422.74,422.77,422.7,76,422.74,2021-06-09T16:55:00Z,6713,422.729629
422.83,422.88,422.74,51,422.75,2021-06-09T17:00:00Z,4292,422.801605
422.81,422.835,422.74,55,422.805,2021-06-09T17:05:00Z,3237,422.795875
422.7,422.795,422.69,30,422.79,2021-06-09T17:10:00Z,2463,422.741824
422.86,422.915,422.68,51,422.7,2021-06-09T17:15:00Z,4244,422.805692
422.93,422.97,422.87,36,422.87,2021-06-09T17:20:00Z,3162,422.935055
422.87,422.92,422.84,47,422.9,2021-06-09T17:25:00Z,4530,422.871884
422.88,422.88,422.765,39,422.845,2021-06-09T17:30:00Z,2885,422.824064
422.69,422.89,422.67,37,422.89,2021-06-09T17:35:00Z,5157,422.755646
422.64,422.72,422.56,33,422.72,2021-06-09T17:40:00Z,2594,422.621136
422.72,422.72,422.62,30,422.64,2021-06-09T17:45:00Z,2456,422.675266
422.68,422.74,422.68,23,422.73,2021-06-09T17:50:00Z,3037,422.705862
422.63,422.755,422.63,33,422.7,2021-06-09T17:55:00Z,5250,422.686205
422.71,422.82,422.68,31,422.68,2021-06-09T18:00:00Z,2759,422.774615
422.53,422.76,422.53,32,422.7,2021-06-09T18:05:00Z,3667,422.645572
422.59,422.64,422.56,22,422.56,2021-06-09T18:10:00Z,1504,422.595188
422.57,422.63,422.57,22,422.63,2021-06-09T18:15:00Z,2155,422.604
422.63,422.63,422.565,19,422.565,2021-06-09T18:20:00Z,1453,422.594639
422.85,422.85,422.61,60,422.61,2021-06-09T18:25:00Z,4054,422.744761
422.79,422.87,422.78,70,422.79,2021-06-09T18:30:00Z,7186,422.799441
422.6,422.82,422.6,41,422.82,2021-06-09T18:35:00Z,8196,422.694659
422.54,422.66,422.54,24,422.66,2021-06-09T18:40:00Z,1990,422.599167
422.45,422.59,422.43,44,422.55,2021-06-09T18:45:00Z,6111,422.500849
422.415,422.45,422.37,51,422.45,2021-06-09T18:50:00Z,5285,422.391833
422.44,422.55,422.395,56,422.43,2021-06-09T18:55:00Z,4250,422.456891
422.34,422.42,422.3,57,422.42,2021-06-09T19:00:00Z,6653,422.36192
422.25,422.4,422.25,33,422.35,2021-06-09T19:05:00Z,2141,422.327244
422.27,422.355,422.27,59,422.295,2021-06-09T19:10:00Z,4297,422.311048
422.31,422.38,422.29,66,422.295,2021-06-09T19:15:00Z,5198,422.323725
422.135,422.365,422.1,98,422.355,2021-06-09T19:20:00Z,7256,422.200346
421.83,422.16,421.83,161,422.16,2021-06-09T19:25:00Z,13230,421.982387
421.99,422.05,421.72,230,421.8,2021-06-09T19:30:00Z,29180,421.898931
421.91,421.99,421.85,184,421.95,2021-06-09T19:35:00Z,14766,421.920846
421.62,421.93,421.6,200,421.91,2021-06-09T19:40:00Z,21003,421.752947
421.69,421.82,421.59,166,421.59,2021-06-09T19:45:00Z,12931,421.7324
421.85,421.925,421.57,164,421.68,2021-06-09T19:50:00Z,15451,421.745537
421.58,421.845,421.45,414,421.8,2021-06-09T19:55:00Z,44558,421.723081
421.75,421.77,421.7,3,421.7,2021-06-09T20:00:00Z,1400,421.739286
421.75,421.8,421.73,7,421.75,2021-06-09T20:05:00Z,3100,421.755484
421.95,421.95,421.78,8,421.78,2021-06-09T20:10:00Z,2539,421.806148
421.93,421.93,421.93,1,421.93,2021-06-09T20:30:00Z,500,421.93
421.95,421.95,421.95,1,421.95,2021-06-09T20:40:00Z,500,421.95
421.93,421.93,421.93,1,421.93,2021-06-09T20:45:00Z,500,421.93
421.88,421.88,421.88,1,421.88,2021-06-09T20:50:00Z,500,421.88
421.86,421.86,421.86,1,421.86,2021-06-09T20:55:00Z,300,421.86
421.68,421.82,421.68,6,421.82,2021-06-10T12:15:00Z,1222,421.753192
421.75,421.75,421.75,8,421.75,2021-06-10T12:25:00Z,6400,421.75
421.54,421.54,420.53,8,420.53,2021-06-10T12:30:00Z,3211,420.965658
421.8,421.8,421.39,8,421.39,2021-06-10T12:35:00Z,2170,421.687917
422.03,422.39,422.03,5,422.11,2021-06-10T12:40:00Z,2112,422.196856
422.0,422.0,421.9,2,421.9,2021-06-10T12:45:00Z,1000,421.95
422.11,422.11,422.11,1,422.11,2021-06-10T12:55:00Z,500,422.11
422.96,422.96,422.83,10,422.86,2021-06-10T13:00:00Z,2655,422.89303
422.89,422.89,422.89,1,422.89,2021-06-10T13:05:00Z,300,422.89
422.89,422.89,422.89,1,422.89,2021-06-10T13:10:00Z,400,422.89
422.94,422.94,422.94,1,422.94,2021-06-10T13:20:00Z,500,422.94
422.98,422.98,422.98,2,422.98,2021-06-10T13:25:00Z,400,422.98
423.72,423.79,422.955,95,422.98,2021-06-10T13:30:00Z,15061,423.264283
424.315,424.315,423.72,64,423.72,2021-06-10T13:35:00Z,10682,424.088807
424.09,424.5,424.04,58,424.5,2021-06-10T13:40:00Z,10094,424.253112
424.31,424.4,424.105,72,424.105,2021-06-10T13:45:00Z,9492,424.298479
424.47,424.49,424.265,85,424.32,2021-06-10T13:50:00Z,11096,424.347046
424.245,424.51,424.17,57,424.46,2021-06-10T13:55:00Z,7163,424.333768
424.44,424.62,424.33,113,424.365,2021-06-10T14:00:00Z,13062,424.481205
423.99,424.48,423.99,82,424.42,2021-06-10T14:05:00Z,9118,424.268685
423.8,424.05,423.73,84,424.05,2021-06-10T14:10:00Z,9404,423.833226
423.95,424.015,423.83,54,423.83,2021-06-10T14:15:00Z,5069,423.935651
423.81,423.97,423.63,34,423.945,2021-06-10T14:20:00Z,3731,423.76853
423.73,423.88,423.665,56,423.83,2021-06-10T14:25:00Z,5575,423.742048
423.64,423.87,423.64,60,423.87,2021-06-10T14:30:00Z,4557,423.775166
423.17,423.75,423.15,64,423.7,2021-06-10T14:35:00Z,10769,423.306378
422.96,423.19,422.96,71,423.155,2021-06-10T14:40:00Z,9108,423.072321
422.32,422.985,422.32,103,422.985,2021-06-10T14:45:00Z,11460,422.612715
421.85,422.435,421.85,61,422.26,2021-06-10T14:50:00Z,5113,422.212929
422.46,422.46,421.64,78,421.64,2021-06-10T14:55:00Z,10682,422.095715
422.56,422.56,422.16,39,422.43,2021-06-10T15:00:00Z,4350,422.417024
422.615,422.63,422.24,20,422.47,2021-06-10T15:05:00Z,2280,422.475809
422.75,422.77,422.54,23,422.63,2021-06-10T15:10:00Z,2237,422.673335
422.92,422.94,422.7,34,422.7,2021-06-10T15:15:00Z,5975,422.8475
423.08,423.08,422.87,31,422.935,2021-06-10T15:20:00Z,2638,422.95
423.19,423.19,423.09,34,423.12,2021-06-10T15:25:00Z,4471,423.13169
423.25,423.275,423.21,48,423.21,2021-06-10T15:30:00Z,3507,423.238594
423.35,423.39,423.24,31,423.24,2021-06-10T15:35:00Z,2199,423.322658
423.14,423.4,422.89,38,423.34,2021-06-10T15:40:00Z,3195,423.093869
423.42,423.42,423.15,34,423.2,2021-06-10T15:45:00Z,3538,423.332662
423.305,423.49,423.29,39,423.44,2021-06-10T15:50:00Z,7521,423.344112
423.45,423.45,423.37,18,423.38,2021-06-10T15:55:00Z,1568,423.418929
423.5,423.57,423.375,50,423.45,2021-06-10T16:00:00Z,5432,423.490592
423.26,423.57,423.14,61,423.51,2021-06-10T16:05:00Z,5135,423.363261
423.14,423.41,423.11,38,423.41,2021-06-10T16:10:00Z,3246,423.289637
423.43,423.46,423.345,21,423.345,2021-06-10T16:15:00Z,3225,423.435167
423.25,423.48,423.25,29,423.44,2021-06-10T16:20:00Z,2324,423.397391
423.24,423.405,423.24,24,423.34,2021-06-10T16:25:00Z,2626,423.321089
423.5,423.55,423.28,45,423.29,2021-06-10T16:30:00Z,3987,423.39125
423.795,423.82,423.48,33,423.48,2021-06-10T16:35:00Z,3260,423.69569
423.805,423.815,423.725,159,423.815,2021-06-10T16:40:00Z,18516,423.773822
423.84,423.84,423.745,81,423.81,2021-06-10T16:45:00Z,5223,423.774548
423.87,423.88,423.76,61,423.85,2021-06-10T16:50:00Z,7263,423.808075
423.9,423.91,423.805,51,423.84,2021-06-10T16:55:00Z,4810,423.874131
423.875,423.96,423.695,59,423.92,2021-06-10T17:00:00Z,8606,423.844333
423.99,424.05,423.93,60,423.93,2021-06-10T17:05:00Z,7448,424.009452
423.98,424.03,423.95,43,423.99,2021-06-10T17:10:00Z,5458,423.984736
423.96,424.035,423.88,30,423.99,2021-06-10T17:15:00Z,2753,423.984324
423.89,424.0,423.87,33,424.0,2021-06-10T17:20:00Z,2694,423.928182
423.745,423.8,423.74,30,423.795,2021-06-10T17:25:00Z,2696,423.767273
423.64,423.75,423.55,59,423.75,2021-06-10T17:30:00Z,6004,423.625419
